algorithm,max_distance,time,coverage,length,rotation
Random BAstar,5,45,0.6508818152725232,778,332
Random BAstar,5,50,0.6810893037977458,819,399
Random BAstar,5,55,0.7219680065231973,879,428
Random BAstar,5,60,0.7746586061926535,956,467
Random BAstar,5,65,0.7819235540903691,971,477
Random BAstar,5,70,0.7871991021836052,988,492
Random BAstar,5,75,0.8009802331341596,1019,511
Random BAstar,5,80,0.8198457754845272,1030,513
Random BAstar,5,85,0.8285039169870545,1036,525
Random BAstar,5,90,0.8351077774221973,1047,531
Random BAstar,5,95,0.8351077774221973,1057,536
Random BAstar,5,100,0.8411031568241498,1075,543
Random BAstar,5,105,0.8506722663288164,1093,574
Random BAstar,5,110,0.8524565010587044,1103,574
Random BAstar,5,115,0.8524565010587044,1112,574
Random BAstar,5,120,0.8524565010587044,1121,574
Random BAstar,5,125,0.870333042536682,1182,619
Random BAstar,5,130,0.870333042536682,1242,664
Random BAstar,5,135,0.870333042536682,1303,708
Random BAstar,5,140,0.870333042536682,1364,753
Random BAstar,5,145,0.870333042536682,1425,798
Random BAstar,5,150,0.870333042536682,1485,842
Random BAstar,5,155,0.870333042536682,1546,887
Random BAstar,5,160,0.870333042536682,1607,932
Random BAstar,5,165,0.870333042536682,1668,976
Random BAstar,5,170,0.870333042536682,1728,1021
Random BAstar,5,175,0.870333042536682,1789,1066
Random BAstar,5,180,0.870333042536682,1850,1110
Random BAstar,5,185,0.870333042536682,1911,1155
Random BAstar,5,190,0.870333042536682,1971,1200
Random BAstar,5,195,0.870333042536682,2032,1244
Random BAstar,6,0,0.007086962811638342,17,3
Random BAstar,6,5,0.08683830975542395,115,22
Random BAstar,6,10,0.22123283167257757,176,48
Random BAstar,6,15,0.2367648799477443,224,65
Random BAstar,6,20,0.3452007592861307,330,83
Random BAstar,6,25,0.434198562967704,419,113
Random BAstar,6,30,0.5936986265338062,543,180
Random BAstar,6,35,0.6480700016220315,569,206
Random BAstar,6,40,0.6839870412828954,647,242
Random BAstar,6,45,0.6999916706486811,660,259
Random BAstar,6,50,0.7241152256158241,664,260
Random BAstar,6,55,0.7404240954982049,683,264
Random BAstar,6,60,0.76313253751496,692,282
Random BAstar,6,65,0.779081930129894,699,282
Random BAstar,6,70,0.7970794663954512,721,300
Random BAstar,6,75,0.8220026390892073,763,360
Random BAstar,6,80,0.8387200855731252,808,379
Random BAstar,6,85,0.8449399190737761,862,389
Random BAstar,6,90,0.8449399190737761,915,400
Random BAstar,6,95,0.8449399190737761,968,410
Random BAstar,6,100,0.8551411825048552,1012,439
Random BAstar,6,105,0.860432512526906,1020,443
Random BAstar,6,110,0.8655081561884889,1035,459
Random BAstar,6,115,0.8700796549018233,1056,489
Random BAstar,6,120,0.8700796549018233,1077,519
Random BAstar,6,125,0.8700796549018233,1098,548
Random BAstar,6,130,0.8700796549018233,1119,578
Random BAstar,6,135,0.8700796549018233,1140,607
Random BAstar,6,140,0.8700796549018233,1161,637
Random BAstar,6,145,0.8700796549018233,1182,666
Random BAstar,6,150,0.8700796549018233,1203,696
Random BAstar,6,155,0.8700796549018233,1224,725
Random BAstar,6,160,0.8700796549018233,1245,755
Random BAstar,6,165,0.8700796549018233,1266,784
Random BAstar,6,170,0.8700796549018233,1287,814
Random BAstar,6,175,0.8700796549018233,1308,843
Random BAstar,6,180,0.8700796549018233,1329,873
Random BAstar,6,185,0.8700796549018233,1350,902
Random BAstar,6,190,0.8700796549018233,1371,932
Random BAstar,6,195,0.8700796549018233,1392,961
Random BAstar,6,0,0.047993722299427,121,30
Random BAstar,6,5,0.136576811962702,150,34
Random BAstar,6,10,0.25371993213770605,298,88
Random BAstar,6,15,0.35899416507020765,367,132
Random BAstar,6,20,0.41339973433753163,401,159
Random BAstar,6,25,0.499451577973688,509,204
Random BAstar,6,30,0.5560482050247908,530,224
Random BAstar,6,35,0.613881959940204,622,263
Random BAstar,6,40,0.640264961049323,660,278
Random BAstar,6,45,0.6830418791016575,715,290
Random BAstar,6,50,0.6928301820620844,733,298
Random BAstar,6,55,0.7084841018986537,750,298
Random BAstar,6,60,0.7560140108456922,830,346
Random BAstar,6,65,0.768643937766594,844,357
Random BAstar,6,70,0.7877953083832729,875,370
Random BAstar,6,75,0.7946885041800192,892,400
Random BAstar,6,80,0.8046328728809473,920,471
Random BAstar,6,85,0.8111955249464072,930,486
Random BAstar,6,90,0.8189917977808855,949,496
Random BAstar,6,95,0.841106663919442,963,509
Random BAstar,6,100,0.841106663919442,976,521
Random BAstar,6,105,0.841106663919442,990,534
Random BAstar,6,110,0.841106663919442,1003,547
Random BAstar,6,115,0.841106663919442,1017,559
Random BAstar,6,120,0.8442867225756108,1041,567
Random BAstar,6,125,0.8442867225756108,1065,575
Random BAstar,6,130,0.8442867225756108,1088,583
Random BAstar,6,135,0.8442867225756108,1112,591
Random BAstar,6,140,0.8442867225756108,1136,599
Random BAstar,6,145,0.8518322380966994,1151,631
Random BAstar,6,150,0.8518322380966994,1167,663
Random BAstar,6,155,0.8518322380966994,1182,695
Random BAstar,6,160,0.8518322380966994,1197,727
Random BAstar,6,165,0.8518322380966994,1213,759
Random BAstar,6,170,0.8518322380966994,1228,791
Random BAstar,6,175,0.8518322380966994,1243,823
Random BAstar,6,180,0.8518322380966994,1259,855
Random BAstar,6,185,0.8518322380966994,1274,887
Random BAstar,6,190,0.8518322380966994,1289,919
Random BAstar,6,195,0.8518322380966994,1305,951
Random BAstar,6,0,0.018646348894607367,24,4
Random BAstar,6,5,0.09028753797526623,101,33
Random BAstar,6,10,0.15076388919332429,188,80
Random BAstar,6,15,0.20941129021651927,266,103
Random BAstar,6,20,0.27811441021616856,325,113
Random BAstar,6,25,0.3602821458162545,350,127
Random BAstar,6,30,0.3968813155114441,370,134
Random BAstar,6,35,0.5092372506126457,415,145
Random BAstar,6,40,0.542083828345221,449,173
Random BAstar,6,45,0.655525209439347,461,177
Random BAstar,6,50,0.705693330819915,538,209
Random BAstar,6,55,0.7549618822580433,610,247
Random BAstar,6,60,0.7726578083284745,645,261
Random BAstar,6,65,0.7782130472712607,668,268
Random BAstar,6,70,0.791648729335537,707,343
Random BAstar,6,75,0.7974687539728814,716,350
Random BAstar,6,80,0.8082346597459986,739,361
Random BAstar,6,85,0.8125466334077129,745,378
Random BAstar,6,90,0.8204577636130096,767,392
Random BAstar,6,95,0.8261287367004371,804,410
Random BAstar,6,100,0.8376390234493158,817,424
Random BAstar,6,105,0.8376390234493158,829,439
Random BAstar,6,110,0.8423683414507976,847,446
Random BAstar,6,115,0.8423683414507976,865,452
Random BAstar,6,120,0.8423683414507976,883,459
Random BAstar,6,125,0.8477464720813295,896,478
Random BAstar,6,130,0.8477464720813295,909,497
Random BAstar,6,135,0.8477464720813295,922,516
Random BAstar,6,140,0.8477464720813295,935,536
Random BAstar,6,145,0.8477464720813295,948,555
Random BAstar,6,150,0.8477464720813295,961,574
Random BAstar,6,155,0.8477464720813295,974,593
Random BAstar,6,160,0.8477464720813295,988,613
Random BAstar,6,165,0.8477464720813295,1001,632
Random BAstar,6,170,0.8477464720813295,1014,651
Random BAstar,6,175,0.8477464720813295,1027,670
Random BAstar,6,180,0.8477464720813295,1040,690
Random BAstar,6,185,0.8477464720813295,1053,709
Random BAstar,6,190,0.8477464720813295,1066,728
Random BAstar,6,195,0.8477464720813295,1079,747
Random BAstar,7,0,0.04814189707552097,85,16
Random BAstar,7,5,0.12558557531706338,188,39
Random BAstar,7,10,0.2754779513302851,286,94
Random BAstar,7,15,0.3722886865489744,437,148
Random BAstar,7,20,0.4935017908105336,603,207
Random BAstar,7,25,0.5528076489748321,616,220
Random BAstar,7,30,0.6011240240411382,644,228
Random BAstar,7,35,0.6745415568872776,668,239
Random BAstar,7,40,0.7157867510707601,693,245
Random BAstar,7,45,0.7736029705097125,751,302
Random BAstar,7,50,0.8153575702843816,788,337
Random BAstar,7,55,0.8203551810757138,807,344
Random BAstar,7,60,0.8241551188247724,817,365
Random BAstar,7,65,0.8333779026693379,867,392
Random BAstar,7,70,0.835358534735587,877,394
Random BAstar,7,75,0.840418396468355,889,395
Random BAstar,7,80,0.846420790060892,923,419
Random BAstar,7,85,0.8521329715180024,933,426
Random BAstar,7,90,0.860326422894318,948,433
Random BAstar,7,95,0.860326422894318,964,439
Random BAstar,7,100,0.8704557908719077,990,473
Random BAstar,7,105,0.8729668711010964,1002,474
Random BAstar,7,110,0.8774410479200733,1015,485
Random BAstar,7,115,0.8774410479200733,1027,496
Random BAstar,7,120,0.8774410479200733,1039,508
Random BAstar,7,125,0.8785115887580061,1042,508
Random BAstar,7,130,0.8785115887580061,1044,508
Random BAstar,7,135,0.8785115887580061,1047,508
Random BAstar,7,140,0.883781876208304,1077,519
Random BAstar,7,145,0.883781876208304,1108,530
Random BAstar,7,150,0.883781876208304,1138,542
Random BAstar,7,155,0.883781876208304,1169,553
Random BAstar,7,160,0.883781876208304,1199,564
Random BAstar,7,165,0.883781876208304,1230,575
Random BAstar,7,170,0.883781876208304,1260,587
Random BAstar,7,175,0.883781876208304,1291,598
Random BAstar,7,180,0.883781876208304,1321,609
Random BAstar,7,185,0.883781876208304,1352,621
Random BAstar,7,190,0.883781876208304,1382,632
Random BAstar,7,195,0.883781876208304,1413,643
Random BAstar,7,0,0.03149722281891554,78,20
Random BAstar,7,5,0.08965538404885387,138,36
Random BAstar,7,10,0.20668452362686263,263,61
Random BAstar,7,15,0.36978988115330824,311,73
Random BAstar,7,20,0.4220464777803594,343,87
Random BAstar,7,25,0.5113695645502807,437,191
Random BAstar,7,30,0.58316944969291,480,204
Random BAstar,7,35,0.6351603838515798,500,207
Random BAstar,7,40,0.6741259660951562,588,240
Random BAstar,7,45,0.7349968655335826,599,267
Random BAstar,7,50,0.7401610633512925,612,272
Random BAstar,7,55,0.7665326664007119,641,280
Random BAstar,7,60,0.7896637134001727,668,291
Random BAstar,7,65,0.7945815377736083,696,310
Random BAstar,7,70,0.805510523477811,726,323
Random BAstar,7,75,0.8196739278152112,746,327
Random BAstar,7,80,0.8196739278152112,766,331
Random BAstar,7,85,0.8297980351498626,770,331
Random BAstar,7,90,0.8336190154706741,782,336
Random BAstar,7,95,0.8371348785010675,794,349
Random BAstar,7,100,0.8429399979834202,811,361
Random BAstar,7,105,0.8470923988093412,819,372
Random BAstar,7,110,0.8470923988093412,827,382
Random BAstar,7,115,0.8574549886238596,852,388
Random BAstar,7,120,0.8642675212288862,870,428
Random BAstar,7,125,0.8709327558316419,911,448
Random BAstar,7,130,0.8709327558316419,952,468
Random BAstar,7,135,0.8709327558316419,993,487
Random BAstar,7,140,0.8709327558316419,1034,507
Random BAstar,7,145,0.8709327558316419,1074,527
Random BAstar,7,150,0.8709327558316419,1115,547
Random BAstar,7,155,0.8709327558316419,1156,567
Random BAstar,7,160,0.8709327558316419,1197,587
Random BAstar,7,165,0.8709327558316419,1238,607
Random BAstar,7,170,0.8709327558316419,1279,627
Random BAstar,7,175,0.8709327558316419,1320,647
Random BAstar,7,180,0.8709327558316419,1361,667
Random BAstar,7,185,0.8709327558316419,1402,687
Random BAstar,7,190,0.8709327558316419,1443,706
Random BAstar,7,195,0.8709327558316419,1484,726
Random BAstar,7,0,0.01851833991644347,38,27
Random BAstar,7,5,0.12185490270002497,169,135
Random BAstar,7,10,0.2077419128574497,227,163
Random BAstar,7,15,0.32458692993261995,264,167
Random BAstar,7,20,0.3453015882757804,347,212
Random BAstar,7,25,0.3838664848822274,478,231
Random BAstar,7,30,0.4018412250283856,540,257
Random BAstar,7,35,0.5637532933816728,648,318
Random BAstar,7,40,0.6258358942435415,698,342
Random BAstar,7,45,0.7004265504649093,855,391
Random BAstar,7,50,0.7281045465106594,882,423
Random BAstar,7,55,0.7833877663748471,903,438
Random BAstar,7,60,0.7948962995760799,947,464
Random BAstar,7,65,0.8007005422846095,974,536
Random BAstar,7,70,0.8034255553266202,980,536
Random BAstar,7,75,0.8344405525428633,1040,560
Random BAstar,7,80,0.8397669535178358,1054,588
Random BAstar,7,85,0.8475211412088081,1071,611
Random BAstar,7,90,0.8500997330223709,1083,622
Random BAstar,7,95,0.8588718551218935,1131,657
Random BAstar,7,100,0.8719436760496079,1166,668
Random BAstar,7,105,0.8719436760496079,1201,680
Random BAstar,7,110,0.8750009863705509,1213,680
Random BAstar,7,115,0.8771096274149639,1221,683
Random BAstar,7,120,0.8771096274149639,1230,687
Random BAstar,7,125,0.8771096274149639,1238,690
Random BAstar,7,130,0.8771096274149639,1247,693
Random BAstar,7,135,0.8771096274149639,1256,696
Random BAstar,7,140,0.8771096274149639,1264,700
Random BAstar,7,145,0.8771096274149639,1273,703
Random BAstar,7,150,0.8771096274149639,1281,706
Random BAstar,7,155,0.8771096274149639,1290,709
Random BAstar,7,160,0.8771096274149639,1299,713
Random BAstar,7,165,0.8771096274149639,1307,716
Random BAstar,7,170,0.8771096274149639,1316,719
Random BAstar,7,175,0.8771096274149639,1324,723
Random BAstar,7,180,0.8771096274149639,1333,726
Random BAstar,7,185,0.8771096274149639,1342,729
Random BAstar,7,190,0.8771096274149639,1350,732
Random BAstar,7,195,0.8771096274149639,1359,736
