algorithm,max_distance,time,coverage,length,rotation
Random BAstar,1,185,0.9456540513526428,3564,1921
Random BAstar,1,190,0.9456540513526428,3595,1946
Random BAstar,1,195,0.9456540513526428,3626,1972
Random BAstar,2,0,0.051264965433192033,106,21
Random BAstar,2,5,0.09505455725113876,206,43
Random BAstar,2,10,0.27610659816140526,339,76
Random BAstar,2,15,0.35072180404981834,378,94
Random BAstar,2,20,0.4556444506792805,436,106
Random BAstar,2,25,0.5506770885848432,466,112
Random BAstar,2,30,0.6054263531907991,518,139
Random BAstar,2,35,0.6358319926000289,524,140
Random BAstar,2,40,0.6695255338456615,540,154
Random BAstar,2,45,0.7210018017702063,629,184
Random BAstar,2,50,0.742538873959379,644,187
Random BAstar,2,55,0.7710024593505737,668,196
Random BAstar,2,60,0.7864380625052059,679,196
Random BAstar,2,65,0.8089062684944478,718,212
Random BAstar,2,70,0.8471406213696084,765,241
Random BAstar,2,75,0.8668803072215476,780,244
Random BAstar,2,80,0.8709318790578189,796,270
Random BAstar,2,85,0.8709318790578189,812,296
Random BAstar,2,90,0.8859001617647704,834,307
Random BAstar,2,95,0.8859001617647704,856,319
Random BAstar,2,100,0.8903708314884551,868,337
Random BAstar,2,105,0.8903708314884551,881,356
Random BAstar,2,110,0.9021862355277521,922,391
Random BAstar,2,115,0.9021862355277521,964,426
Random BAstar,2,120,0.9030375829099246,988,429
Random BAstar,2,125,0.9030375829099246,1012,433
Random BAstar,2,130,0.906099277099983,1039,460
Random BAstar,2,135,0.906099277099983,1066,487
Random BAstar,2,140,0.906099277099983,1093,515
Random BAstar,2,145,0.906099277099983,1120,542
Random BAstar,2,150,0.906099277099983,1147,569
Random BAstar,2,155,0.906099277099983,1174,597
Random BAstar,2,160,0.906099277099983,1201,624
Random BAstar,2,165,0.906099277099983,1227,651
Random BAstar,2,170,0.906099277099983,1254,679
Random BAstar,2,175,0.906099277099983,1281,706
Random BAstar,2,180,0.906099277099983,1308,733
Random BAstar,2,185,0.906099277099983,1335,761
Random BAstar,2,190,0.906099277099983,1362,788
Random BAstar,2,195,0.906099277099983,1389,816
Random BAstar,2,0,0.05618892722338886,96,21
Random BAstar,2,5,0.1759404495219391,234,44
Random BAstar,2,10,0.23902607963736633,385,90
Random BAstar,2,15,0.3564909758054263,445,131
Random BAstar,2,20,0.47077669009114065,474,162
Random BAstar,2,25,0.5460126518462665,540,199
Random BAstar,2,30,0.6019972907688869,568,218
Random BAstar,2,35,0.705951979097712,602,240
Random BAstar,2,40,0.7372799845687807,623,262
Random BAstar,2,45,0.7562779197664274,637,279
Random BAstar,2,50,0.7682862140467934,643,280
Random BAstar,2,55,0.7937924413328716,678,305
Random BAstar,2,60,0.8009092144544933,702,341
Random BAstar,2,65,0.819800183245729,724,351
Random BAstar,2,70,0.8386578346316893,748,361
Random BAstar,2,75,0.8483602137574581,772,368
Random BAstar,2,80,0.8660184385534986,806,418
Random BAstar,2,85,0.8750527160261103,866,437
Random BAstar,2,90,0.8812900850032221,886,466
Random BAstar,2,95,0.8812900850032221,907,496
Random BAstar,2,100,0.8812900850032221,927,526
Random BAstar,2,105,0.8891407178147289,967,550
Random BAstar,2,110,0.893705202337479,1015,565
Random BAstar,2,115,0.8958226111201224,1031,571
Random BAstar,2,120,0.8958226111201224,1046,577
Random BAstar,2,125,0.8984415345295451,1058,578
Random BAstar,2,130,0.9027394798100907,1071,590
Random BAstar,2,135,0.9027394798100907,1084,603
Random BAstar,2,140,0.9027394798100907,1097,615
Random BAstar,2,145,0.9027394798100907,1110,627
Random BAstar,2,150,0.9027394798100907,1123,640
Random BAstar,2,155,0.9027394798100907,1137,652
Random BAstar,2,160,0.9027394798100907,1150,664
Random BAstar,2,165,0.9027394798100907,1163,677
Random BAstar,2,170,0.9027394798100907,1176,689
Random BAstar,2,175,0.9027394798100907,1189,701
Random BAstar,2,180,0.9027394798100907,1202,714
Random BAstar,2,185,0.9027394798100907,1215,726
Random BAstar,2,190,0.9027394798100907,1228,739
Random BAstar,2,195,0.9027394798100907,1241,751
Random BAstar,2,0,0.12651933943860172,216,49
Random BAstar,2,5,0.17036942865033822,314,109
Random BAstar,2,10,0.3020494588113577,337,121
Random BAstar,2,15,0.36201114379529087,415,148
Random BAstar,2,20,0.41668500585246526,590,191
Random BAstar,2,25,0.4535515915636823,630,213
Random BAstar,2,30,0.5018933930708565,658,228
Random BAstar,2,35,0.5952829568320408,730,252
Random BAstar,2,40,0.602154233283211,775,269
Random BAstar,2,45,0.602154233283211,819,286
Random BAstar,2,50,0.6447759623688676,1004,316
Random BAstar,2,55,0.6447759623688676,1189,347
Random BAstar,2,60,0.6763687535344944,1251,367
Random BAstar,2,65,0.7199926350998864,1295,409
Random BAstar,2,70,0.7458592164272344,1342,421
Random BAstar,2,75,0.7955100412522084,1366,429
Random BAstar,2,80,0.8044101723298949,1395,489
Random BAstar,2,85,0.8080680727196209,1405,505
Random BAstar,2,90,0.8391540886155303,1447,540
Random BAstar,2,95,0.863401268691722,1465,558
Random BAstar,2,100,0.8732351638909469,1507,599
Random BAstar,2,105,0.8732351638909469,1549,640
Random BAstar,2,110,0.8840817328557838,1572,676
Random BAstar,2,115,0.8903427747261178,1589,684
Random BAstar,2,120,0.8950326379055626,1612,719
Random BAstar,2,125,0.8950326379055626,1636,753
Random BAstar,2,130,0.8967940765160516,1661,765
Random BAstar,2,135,0.8967940765160516,1687,776
Random BAstar,2,140,0.8967940765160516,1712,788
Random BAstar,2,145,0.8989965323595299,1812,795
Random BAstar,2,150,0.8989965323595299,1913,803
Random BAstar,2,155,0.8989965323595299,2013,811
Random BAstar,2,160,0.8989965323595299,2114,819
Random BAstar,2,165,0.9046201596605132,2129,825
Random BAstar,2,170,0.9046201596605132,2145,831
Random BAstar,2,175,0.9046201596605132,2161,837
Random BAstar,2,180,0.9046201596605132,2177,843
Random BAstar,2,185,0.9046201596605132,2192,849
Random BAstar,2,190,0.9046201596605132,2208,855
Random BAstar,2,195,0.9046201596605132,2224,861
Random BAstar,3,0,0.028773963324550955,65,21
Random BAstar,3,5,0.0959313310741795,87,33
Random BAstar,3,10,0.24799109197795788,124,40
Random BAstar,3,15,0.3472804667943834,135,48
Random BAstar,3,20,0.4422675124611479,223,97
Random BAstar,3,25,0.5202942452950124,309,153
Random BAstar,3,30,0.6045995554756718,338,162
Random BAstar,3,35,0.6386183798096524,362,183
Random BAstar,3,40,0.6630470520672135,380,192
Random BAstar,3,45,0.6977567741737503,403,229
Random BAstar,3,50,0.7565365680442244,505,277
Random BAstar,3,55,0.7759141463072479,545,290
Random BAstar,3,60,0.8190584325914365,613,341
Random BAstar,3,65,0.8401764068931958,632,388
Random BAstar,3,70,0.8627533328364948,650,398
Random BAstar,3,75,0.870934509379288,654,398
Random BAstar,3,80,0.8792419413525989,674,403
Random BAstar,3,85,0.8792419413525989,693,407
Random BAstar,3,90,0.888196432407314,715,428
Random BAstar,3,95,0.8904006417984385,728,432
Random BAstar,3,100,0.8904006417984385,741,437
Random BAstar,3,105,0.8921655875042195,750,437
Random BAstar,3,110,0.8921655875042195,760,437
Random BAstar,3,115,0.8940681867002179,771,442
Random BAstar,3,120,0.8940681867002179,783,446
Random BAstar,3,125,0.8985800647935855,808,452
Random BAstar,3,130,0.8985800647935855,834,457
Random BAstar,3,135,0.8985800647935855,859,462
Random BAstar,3,140,0.8985800647935855,885,467
Random BAstar,3,145,0.8985800647935855,911,472
Random BAstar,3,150,0.8985800647935855,936,478
Random BAstar,3,155,0.8985800647935855,962,483
Random BAstar,3,160,0.8985800647935855,988,488
Random BAstar,3,165,0.8985800647935855,1013,493
Random BAstar,3,170,0.8985800647935855,1039,498
Random BAstar,3,175,0.8985800647935855,1064,504
Random BAstar,3,180,0.8985800647935855,1090,509
Random BAstar,3,185,0.8985800647935855,1116,514
Random BAstar,3,190,0.8985800647935855,1141,519
Random BAstar,3,195,0.8985800647935855,1167,524
Random BAstar,3,0,0.1496512632118856,261,59
Random BAstar,3,5,0.16759180917894512,302,67
Random BAstar,3,10,0.3569968743013209,426,97
Random BAstar,3,15,0.429807679661916,484,129
Random BAstar,3,20,0.5152852364439807,533,162
Random BAstar,3,25,0.6229776115804286,553,175
Random BAstar,3,30,0.6644779469464159,587,206
Random BAstar,3,35,0.7267017083937942,642,226
Random BAstar,3,40,0.7831659425976178,724,258
Random BAstar,3,45,0.8096366210890408,804,301
Random BAstar,3,50,0.8271633298116251,816,308
Random BAstar,3,55,0.8351744122327484,837,335
Random BAstar,3,60,0.8351744122327484,858,362
Random BAstar,3,65,0.8453914575926421,877,381
Random BAstar,3,70,0.8453914575926421,896,400
Random BAstar,3,75,0.8589551486350824,904,406
Random BAstar,3,80,0.866524337049393,923,411
Random BAstar,3,85,0.866524337049393,942,416
Random BAstar,3,90,0.8783818262321961,987,478
Random BAstar,3,95,0.8783818262321961,1032,539
Random BAstar,3,100,0.8804983582410164,1041,542
Random BAstar,3,105,0.8804983582410164,1049,545
Random BAstar,3,110,0.8843096940497744,1062,549
Random BAstar,3,115,0.8843096940497744,1075,553
Random BAstar,3,120,0.8843096940497744,1087,557
Random BAstar,3,125,0.8843096940497744,1100,561
Random BAstar,3,130,0.8843096940497744,1113,565
Random BAstar,3,135,0.8843096940497744,1125,569
Random BAstar,3,140,0.8843096940497744,1138,573
Random BAstar,3,145,0.8843096940497744,1151,577
Random BAstar,3,150,0.8843096940497744,1163,580
Random BAstar,3,155,0.8843096940497744,1176,584
Random BAstar,3,160,0.8843096940497744,1189,588
Random BAstar,3,165,0.8843096940497744,1201,592
Random BAstar,3,170,0.8843096940497744,1214,596
Random BAstar,3,175,0.8843096940497744,1227,600
Random BAstar,3,180,0.8843096940497744,1240,604
Random BAstar,3,185,0.8843096940497744,1252,608
Random BAstar,3,190,0.8843096940497744,1265,612
Random BAstar,3,195,0.8843096940497744,1278,616
Random BAstar,3,0,0.04588157415972194,76,46
Random BAstar,3,5,0.10957217821304732,229,69
Random BAstar,3,10,0.2608498568666734,356,122
Random BAstar,3,15,0.35202732027232597,503,152
Random BAstar,3,20,0.42920358249784096,552,162
Random BAstar,3,25,0.5258117829634079,603,175
Random BAstar,3,30,0.6081241862442954,664,201
Random BAstar,3,35,0.6604114699551531,693,215
Random BAstar,3,40,0.7276591454085547,781,271
Random BAstar,3,45,0.7531566049564025,828,287
Random BAstar,3,50,0.781103770565826,897,358
Random BAstar,3,55,0.8072228627542096,926,385
Random BAstar,3,60,0.8318076007522719,950,413
Random BAstar,3,65,0.8363168485241704,966,419
Random BAstar,3,70,0.8516191820577005,991,442
Random BAstar,3,75,0.8584773069015251,1009,447
Random BAstar,3,80,0.8711800060497394,1076,486
Random BAstar,3,85,0.8754691835920547,1108,496
Random BAstar,3,90,0.8754691835920547,1140,506
Random BAstar,3,95,0.8787588389761035,1143,511
Random BAstar,3,100,0.8787588389761035,1146,517
Random BAstar,3,105,0.8823053890903033,1161,526
Random BAstar,3,110,0.8823053890903033,1176,535
Random BAstar,3,115,0.8823053890903033,1191,544
Random BAstar,3,120,0.8823053890903033,1205,553
Random BAstar,3,125,0.8823053890903033,1220,562
Random BAstar,3,130,0.8823053890903033,1235,571
Random BAstar,3,135,0.8823053890903033,1250,580
Random BAstar,3,140,0.8823053890903033,1265,589
Random BAstar,3,145,0.8823053890903033,1279,598
Random BAstar,3,150,0.8823053890903033,1294,607
Random BAstar,3,155,0.8823053890903033,1309,616
Random BAstar,3,160,0.8823053890903033,1324,625
Random BAstar,3,165,0.8823053890903033,1339,634
Random BAstar,3,170,0.8823053890903033,1353,643
Random BAstar,3,175,0.8823053890903033,1368,652
Random BAstar,3,180,0.8823053890903033,1383,661
Random BAstar,3,185,0.8823053890903033,1398,670
Random BAstar,3,190,0.8823053890903033,1413,679
Random BAstar,3,195,0.8823053890903033,1427,689
Random BAstar,4,0,0.04392812208198715,81,21
Random BAstar,4,5,0.16559101131476617,166,72
Random BAstar,4,10,0.2816162448653933,236,153
Random BAstar,4,15,0.4150121213981035,298,169
Random BAstar,4,20,0.47670192758724994,385,224
Random BAstar,4,25,0.5453568250266321,418,259
Random BAstar,4,30,0.5769846871451806,463,289
Random BAstar,4,35,0.6385543753205705,513,317
Random BAstar,4,40,0.7093977002222622,580,351
Random BAstar,4,45,0.7315669263378473,645,371
Random BAstar,4,50,0.754139468412031,679,383
Random BAstar,4,55,0.7622382282154584,686,402
Random BAstar,4,60,0.813837244475229,771,521
Random BAstar,4,65,0.8337215980079699,787,529
Random BAstar,4,70,0.8376644498901841,801,536
Random BAstar,4,75,0.8500567711050419,817,554
Random BAstar,4,80,0.8560249705184801,841,587
Random BAstar,4,85,0.8560249705184801,865,620
Random BAstar,4,90,0.8615056836863079,884,653
Random BAstar,4,95,0.8615056836863079,902,685
Random BAstar,4,100,0.865037328645516,910,686
Random BAstar,4,105,0.8680394022156075,928,716
Random BAstar,4,110,0.8680394022156075,946,746
Random BAstar,4,115,0.8680394022156075,964,776
Random BAstar,4,120,0.8680394022156075,982,805
Random BAstar,4,125,0.8680394022156075,1000,835
Random BAstar,4,130,0.8680394022156075,1018,865
Random BAstar,4,135,0.8680394022156075,1036,895
Random BAstar,4,140,0.8680394022156075,1054,925
Random BAstar,4,145,0.8680394022156075,1072,955
Random BAstar,4,150,0.8680394022156075,1090,985
Random BAstar,4,155,0.8680394022156075,1108,1014
Random BAstar,4,160,0.8680394022156075,1126,1044
Random BAstar,4,165,0.8680394022156075,1144,1074
Random BAstar,4,170,0.8680394022156075,1162,1104
Random BAstar,4,175,0.8680394022156075,1180,1134
Random BAstar,4,180,0.8680394022156075,1198,1164
Random BAstar,4,185,0.8680394022156075,1216,1194
Random BAstar,4,190,0.8680394022156075,1234,1224
Random BAstar,4,195,0.8680394022156075,1252,1253
Random BAstar,4,0,0.06906435081474205,140,59
Random BAstar,4,5,0.1416182614451863,208,98
Random BAstar,4,10,0.21341814658781544,300,123
Random BAstar,4,15,0.3217163724359845,350,160
Random BAstar,4,20,0.40479332249056377,389,179
Random BAstar,4,25,0.48423341472716985,471,226
Random BAstar,4,30,0.5495662161510506,518,249
Random BAstar,4,35,0.5976002700463374,628,286
Random BAstar,4,40,0.6778373496880877,654,311
Random BAstar,4,45,0.7141349091881513,676,317
Random BAstar,4,50,0.7308795356605833,684,318
Random BAstar,4,55,0.7670543468254212,687,318
Random BAstar,4,60,0.7748909512557594,699,319
Random BAstar,4,65,0.7843671227351836,727,328
Random BAstar,4,70,0.7915549145364715,740,334
Random BAstar,4,75,0.8178695272873933,833,427
Random BAstar,4,80,0.830689714127895,869,438
Random BAstar,4,85,0.830689714127895,905,450
Random BAstar,4,90,0.8479577745726824,950,501
Random BAstar,4,95,0.8479577745726824,995,553
Random BAstar,4,100,0.8517279020117575,1012,560
Random BAstar,4,105,0.8517279020117575,1029,566
Random BAstar,4,110,0.8517279020117575,1045,573
Random BAstar,4,115,0.8569771468903025,1063,581
Random BAstar,4,120,0.8604000718954534,1076,598
Random BAstar,4,125,0.8627173851097502,1084,598
Random BAstar,4,130,0.8675940011135028,1099,624
Random BAstar,4,135,0.8675940011135028,1113,650
Random BAstar,4,140,0.8675940011135028,1128,676
Random BAstar,4,145,0.8675940011135028,1142,702
Random BAstar,4,150,0.8675940011135028,1157,728
Random BAstar,4,155,0.8675940011135028,1171,754
Random BAstar,4,160,0.8675940011135028,1185,780
Random BAstar,4,165,0.8675940011135028,1200,806
Random BAstar,4,170,0.8675940011135028,1214,832
Random BAstar,4,175,0.8675940011135028,1229,858
Random BAstar,4,180,0.8675940011135028,1243,884
Random BAstar,4,185,0.8675940011135028,1258,910
Random BAstar,4,190,0.8675940011135028,1272,936
Random BAstar,4,195,0.8675940011135028,1287,962
Random BAstar,4,0,0.06727397866809293,158,22
Random BAstar,4,5,0.14240472756445388,213,32
Random BAstar,4,10,0.23747331319676124,310,71
Random BAstar,4,15,0.34134996865533584,347,84
Random BAstar,4,20,0.4346781582489073,405,160
Random BAstar,4,25,0.5770408006698552,539,234
Random BAstar,4,30,0.6200763669999869,547,234
Random BAstar,4,35,0.6738129578403307,556,242
Random BAstar,4,40,0.7325234865787846,594,253
Random BAstar,4,45,0.758655730374514,635,285
Random BAstar,4,50,0.7743350766519514,663,323
Random BAstar,4,55,0.7880408050537243,670,323
Random BAstar,4,60,0.8301969672393461,720,353
Random BAstar,4,65,0.8386227636787676,767,391
Random BAstar,4,70,0.8449741132528747,788,398
Random BAstar,4,75,0.8449741132528747,810,405
Random BAstar,4,80,0.8545046447093275,835,433
Random BAstar,4,85,0.8545046447093275,860,461
Random BAstar,4,90,0.8592427304490398,891,468
Random BAstar,4,95,0.8592427304490398,921,475
Random BAstar,4,100,0.8592427304490398,952,482
Random BAstar,4,105,0.8592427304490398,983,489
Random BAstar,4,110,0.8693352739260617,1010,548
Random BAstar,4,115,0.8693352739260617,1036,606
Random BAstar,4,120,0.8693352739260617,1063,665
Random BAstar,4,125,0.8736428637186608,1076,665
Random BAstar,4,130,0.8736428637186608,1088,666
Random BAstar,4,135,0.8736428637186608,1101,666
Random BAstar,4,140,0.8736428637186608,1114,666
Random BAstar,4,145,0.8736428637186608,1127,666
Random BAstar,4,150,0.8736428637186608,1140,666
Random BAstar,4,155,0.8736428637186608,1153,666
Random BAstar,4,160,0.8736428637186608,1165,667
Random BAstar,4,165,0.8736428637186608,1178,667
Random BAstar,4,170,0.8736428637186608,1191,667
Random BAstar,4,175,0.8736428637186608,1204,667
Random BAstar,4,180,0.8736428637186608,1217,667
Random BAstar,4,185,0.8736428637186608,1230,667
Random BAstar,4,190,0.8736428637186608,1243,668
Random BAstar,4,195,0.8736428637186608,1255,668
Random BAstar,5,0,0.07527278625569356,156,70
Random BAstar,5,5,0.15713102069624607,223,81
Random BAstar,5,10,0.19703738125194536,247,93
Random BAstar,5,15,0.3302903436514999,299,111
Random BAstar,5,20,0.37962728344782537,327,118
Random BAstar,5,25,0.5215217286472695,379,128
Random BAstar,5,30,0.5814290536541741,391,150
Random BAstar,5,35,0.6339241327610923,420,159
Random BAstar,5,40,0.6597354773375885,459,177
Random BAstar,5,45,0.7209456882455317,485,182
Random BAstar,5,50,0.7542964109263554,507,209
Random BAstar,5,55,0.7698319662968143,541,248
Random BAstar,5,60,0.776540162816899,558,271
Random BAstar,5,65,0.790056508072895,570,276
Random BAstar,5,70,0.8045381813080589,597,318
Random BAstar,5,75,0.814160774015931,650,332
Random BAstar,5,80,0.8282443919354343,679,354
Random BAstar,5,85,0.8282443919354343,709,376
Random BAstar,5,90,0.8282443919354343,738,398
Random BAstar,5,95,0.8320399458153778,755,402
Random BAstar,5,100,0.8320399458153778,772,407
Random BAstar,5,105,0.8357934145518151,783,422
Random BAstar,5,110,0.8357934145518151,794,438
Random BAstar,5,115,0.8357934145518151,805,453
Random BAstar,5,120,0.8357934145518151,816,469
Random BAstar,5,125,0.8357934145518151,828,484
Random BAstar,5,130,0.8357934145518151,839,499
Random BAstar,5,135,0.8357934145518151,850,515
Random BAstar,5,140,0.8357934145518151,861,530
Random BAstar,5,145,0.8357934145518151,872,546
Random BAstar,5,150,0.8357934145518151,883,561
Random BAstar,5,155,0.8357934145518151,894,577
Random BAstar,5,160,0.8357934145518151,905,592
Random BAstar,5,165,0.8357934145518151,916,607
Random BAstar,5,170,0.8357934145518151,927,623
Random BAstar,5,175,0.8357934145518151,938,638
Random BAstar,5,180,0.8357934145518151,950,654
Random BAstar,5,185,0.8357934145518151,961,669
Random BAstar,5,190,0.8357934145518151,972,685
Random BAstar,5,195,0.8357934145518151,983,700
Random BAstar,5,0,0.044289352897079914,80,25
Random BAstar,5,5,0.18950414056437936,135,38
Random BAstar,5,10,0.32696649408835254,206,98
Random BAstar,5,15,0.4111525630290782,271,122
Random BAstar,5,20,0.4647173062001061,329,133
Random BAstar,5,25,0.5971829257065702,400,151
Random BAstar,5,30,0.6293289611545358,411,152
Random BAstar,5,35,0.6879728550824387,541,222
Random BAstar,5,40,0.7124515034479131,556,232
Random BAstar,5,45,0.7581463247833273,601,328
Random BAstar,5,50,0.7730716455729498,642,347
Random BAstar,5,55,0.7937442187726043,679,362
Random BAstar,5,60,0.8107790573804629,700,385
Random BAstar,5,65,0.8305941457811836,747,412
Random BAstar,5,70,0.8346772814750842,766,417
Random BAstar,5,75,0.850231249095827,787,439
Random BAstar,5,80,0.8539215901170054,796,444
Random BAstar,5,85,0.8589858357188888,809,454
Random BAstar,5,90,0.8589858357188888,823,464
Random BAstar,5,95,0.8589858357188888,836,474
Random BAstar,5,100,0.8589858357188888,850,484
Random BAstar,5,105,0.8650531105743307,864,493
Random BAstar,5,110,0.8650531105743307,878,501
Random BAstar,5,115,0.8650531105743307,893,510
Random BAstar,5,120,0.8650531105743307,907,518
Random BAstar,5,125,0.8650531105743307,921,526
Random BAstar,5,130,0.8650531105743307,936,535
Random BAstar,5,135,0.8650531105743307,950,543
Random BAstar,5,140,0.8650531105743307,964,552
Random BAstar,5,145,0.8650531105743307,979,560
Random BAstar,5,150,0.8650531105743307,993,569
Random BAstar,5,155,0.8650531105743307,1007,577
Random BAstar,5,160,0.8650531105743307,1022,585
Random BAstar,5,165,0.8650531105743307,1036,594
Random BAstar,5,170,0.8650531105743307,1050,602
Random BAstar,5,175,0.8650531105743307,1065,611
Random BAstar,5,180,0.8650531105743307,1079,619
Random BAstar,5,185,0.8650531105743307,1093,627
Random BAstar,5,190,0.8650531105743307,1107,636
Random BAstar,5,195,0.8650531105743307,1122,644
Random BAstar,5,0,0.06332937323823262,153,47
Random BAstar,5,5,0.11967348942829958,267,70
Random BAstar,5,10,0.26811918863350415,387,97
Random BAstar,5,15,0.39489629957607986,478,122
Random BAstar,5,20,0.46045355509865893,550,183
Random BAstar,5,25,0.514086686627884,641,198
Random BAstar,5,30,0.565071084437703,663,220
Random BAstar,5,35,0.5859496994857721,696,305
Random BAstar,5,40,0.607618287748401,727,313
