point,algorithm,time,coverage,length,rotation
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,180,98.85,4892,7183
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,190,98.89,4994,7209
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,200,98.94,5052,7279
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,210,98.95,5153,7291
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,220,98.95,5223,7298
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,230,98.96,5268,7318
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,240,98.96,5279,7324
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,250,98.96,5279,7324
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,260,98.97,5290,7330
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,270,98.97,5290,7330
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,280,98.97,5290,7330
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,290,98.97,5290,7330
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,300,98.97,5290,7330
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,310,98.97,5290,7330
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,320,98.97,5290,7330
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,330,98.97,5290,7330
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,340,98.97,5290,7330
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,350,98.97,5290,7330
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,360,98.97,5290,7330
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,370,98.97,5290,7330
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,380,98.97,5290,7330
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,390,98.97,5290,7330
