point,algorithm,time,coverage,length,rotation
2 - [  1.59000003 -12.5         -5.66468811],BAstar,20,44.63,1561,756
2 - [  1.59000003 -12.5         -5.66468811],BAstar,30,55.71,1921,946
2 - [  1.59000003 -12.5         -5.66468811],BAstar,40,67.53,2250,1145
2 - [  1.59000003 -12.5         -5.66468811],BAstar,50,69.67,2466,1323
2 - [  1.59000003 -12.5         -5.66468811],BAstar,60,77.26,2736,1447
2 - [  1.59000003 -12.5         -5.66468811],BAstar,70,79.03,2970,1605
2 - [  1.59000003 -12.5         -5.66468811],BAstar,80,79.36,3117,1661
2 - [  1.59000003 -12.5         -5.66468811],BAstar,90,79.48,3177,1703
2 - [  1.59000003 -12.5         -5.66468811],BAstar,100,79.7,3267,1712
2 - [  1.59000003 -12.5         -5.66468811],BAstar,110,79.85,3365,1744
2 - [  1.59000003 -12.5         -5.66468811],BAstar,120,81.73,3623,1967
2 - [  1.59000003 -12.5         -5.66468811],BAstar,130,83.76,3832,2157
2 - [  1.59000003 -12.5         -5.66468811],BAstar,140,84.31,3978,2278
2 - [  1.59000003 -12.5         -5.66468811],BAstar,150,85.84,4130,2375
2 - [  1.59000003 -12.5         -5.66468811],BAstar,160,89.96,4389,2524
2 - [  1.59000003 -12.5         -5.66468811],BAstar,170,91.61,4584,2654
2 - [  1.59000003 -12.5         -5.66468811],BAstar,180,91.93,4680,2746
2 - [  1.59000003 -12.5         -5.66468811],BAstar,190,91.95,4786,2759
2 - [  1.59000003 -12.5         -5.66468811],BAstar,200,95.36,4952,2857
2 - [  1.59000003 -12.5         -5.66468811],BAstar,210,98.09,5149,2985
2 - [  1.59000003 -12.5         -5.66468811],BAstar,220,98.6,5190,3017
2 - [  1.59000003 -12.5         -5.66468811],BAstar,230,98.61,5266,3029
2 - [  1.59000003 -12.5         -5.66468811],BAstar,240,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,250,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,260,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,270,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,280,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,290,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,300,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,310,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,320,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,330,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,340,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,350,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,360,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,370,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,380,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,390,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,400,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,410,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,420,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,430,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,440,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,450,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,460,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar,470,98.61,5304,3036
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,0,0,0,0
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,10,31.42,1245,1656
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,20,51.82,1820,2378
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,30,57.78,2138,2780
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,40,63.02,2458,3076
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,50,66.4,2763,3527
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,60,66.61,2948,3718
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,70,66.65,3064,3803
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,80,69.43,3239,4046
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,90,78.4,3461,4392
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,100,83.57,3684,4597
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,110,87.95,3892,4822
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,120,91.78,4094,5106
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,130,95.82,4320,5418
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,140,98.39,4474,5646
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,150,98.5,4633,5832
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,160,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,170,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,180,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,190,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,200,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,210,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,220,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,230,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,240,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,250,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,260,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,270,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,280,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,290,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,300,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,310,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,320,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,330,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,340,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,350,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,360,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,370,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,380,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,390,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,400,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,410,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,420,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,430,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,440,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,450,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,460,98.52,4737,5946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,470,98.52,4737,5946
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,0,0,0,0
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,10,30.77,917,1038
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,20,50.19,1455,1646
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,30,52.84,1847,2071
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,40,56.94,2148,2365
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,50,64.27,2427,2679
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,60,69.5,2711,2988
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,70,72.1,2991,3311
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,80,73.24,3289,3629
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,90,79.92,3516,3882
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,100,86.25,3771,4190
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,110,86.39,3997,4404
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,120,86.47,4230,4584
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,130,86.48,4408,4656
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,140,86.52,4615,4816
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,150,86.52,4760,4859
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,160,86.54,4906,4910
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,170,86.54,5040,4962
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,180,90.96,5253,5170
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,190,93.27,5465,5425
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,200,95.43,5678,5646
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,210,98.58,5897,5925
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,220,98.91,6119,6157
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,230,98.93,6299,6258
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,240,99.06,6511,6426
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,250,99.1,6699,6529
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,260,99.11,6863,6621
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,270,99.11,7024,6704
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,280,99.12,7145,6733
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,290,99.12,7267,6784
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,300,99.15,7381,6805
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,310,99.15,7478,6840
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,320,99.15,7577,6870
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,330,99.15,7714,6903
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,340,99.15,7828,6937
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,350,99.15,7942,6966
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,360,99.16,8036,6978
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,370,99.16,8162,7015
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,380,99.17,8251,7031
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,390,99.17,8336,7041
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,400,99.17,8434,7080
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,410,99.17,8481,7092
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,420,99.17,8574,7101
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,430,99.17,8576,7102
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,440,99.17,8576,7102
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,450,99.18,8651,7109
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,460,99.18,8685,7113
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,470,99.18,8685,7113
3 - [16.5         8.69999981 -5.3346858 ],BAstar,0,0,0,0
3 - [16.5         8.69999981 -5.3346858 ],BAstar,10,28.67,1067,581
3 - [16.5         8.69999981 -5.3346858 ],BAstar,20,40.05,1508,760
3 - [16.5         8.69999981 -5.3346858 ],BAstar,30,51.68,1900,974
3 - [16.5         8.69999981 -5.3346858 ],BAstar,40,63.08,2211,1154
3 - [16.5         8.69999981 -5.3346858 ],BAstar,50,68.26,2517,1376
3 - [16.5         8.69999981 -5.3346858 ],BAstar,60,73.27,2744,1505
3 - [16.5         8.69999981 -5.3346858 ],BAstar,70,74.54,2974,1660
3 - [16.5         8.69999981 -5.3346858 ],BAstar,80,74.83,3060,1678
3 - [16.5         8.69999981 -5.3346858 ],BAstar,90,79.26,3286,1787
3 - [16.5         8.69999981 -5.3346858 ],BAstar,100,84.67,3601,1951
3 - [16.5         8.69999981 -5.3346858 ],BAstar,110,86.75,3822,2090
3 - [16.5         8.69999981 -5.3346858 ],BAstar,120,88.59,4024,2262
3 - [16.5         8.69999981 -5.3346858 ],BAstar,130,89.46,4173,2394
3 - [16.5         8.69999981 -5.3346858 ],BAstar,140,89.68,4271,2490
3 - [16.5         8.69999981 -5.3346858 ],BAstar,150,89.72,4358,2501
3 - [16.5         8.69999981 -5.3346858 ],BAstar,160,93.1,4523,2599
3 - [16.5         8.69999981 -5.3346858 ],BAstar,170,93.56,4584,2643
3 - [16.5         8.69999981 -5.3346858 ],BAstar,180,93.58,4689,2653
3 - [16.5         8.69999981 -5.3346858 ],BAstar,190,93.62,4807,2665
3 - [16.5         8.69999981 -5.3346858 ],BAstar,200,95.89,4935,2756
3 - [16.5         8.69999981 -5.3346858 ],BAstar,210,96.42,5092,2809
3 - [16.5         8.69999981 -5.3346858 ],BAstar,220,96.42,5107,2811
3 - [16.5         8.69999981 -5.3346858 ],BAstar,230,98.63,5275,2949
3 - [16.5         8.69999981 -5.3346858 ],BAstar,240,98.64,5346,2960
3 - [16.5         8.69999981 -5.3346858 ],BAstar,250,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,260,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,270,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,280,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,290,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,300,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,310,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,320,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,330,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,340,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,350,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,360,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,370,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,380,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,390,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,400,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,410,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,420,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,430,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,440,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,450,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,460,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar,470,98.64,5356,2965
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,0,0,0,0
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,10,29.43,1167,1639
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,20,45.77,1813,2441
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,30,59.15,2233,2917
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,40,63.34,2556,3335
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,50,66.35,2804,3691
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,60,68.12,3021,3936
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,70,75.96,3244,4286
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,80,82.09,3461,4522
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,90,87.25,3696,4762
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,100,90.5,3875,5017
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,110,93.95,4076,5294
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,120,97.55,4264,5561
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,130,98.27,4437,5771
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,140,98.3,4569,5927
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,150,98.35,4638,5972
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,160,98.62,4707,6039
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,170,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,180,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,190,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,200,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,210,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,220,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,230,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,240,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,250,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,260,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,270,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,280,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,290,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,300,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,310,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,320,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,330,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,340,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,350,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,360,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,370,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,380,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,390,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,400,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,410,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,420,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,430,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,440,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,450,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,460,98.62,4729,6045
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,470,98.62,4729,6045
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,0,0,0,0
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,10,34.08,942,1042
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,20,44.68,1340,1501
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,30,50.4,1718,1960
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,40,56.23,2019,2285
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,50,65.99,2329,2623
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,60,72.31,2613,2933
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,70,72.94,2847,3100
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,80,75.13,3130,3426
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,90,76.79,3432,3754
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,100,78.01,3686,4060
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,110,78.06,3926,4242
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,120,78.07,4129,4363
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,130,78.08,4322,4462
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,140,78.08,4508,4558
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,150,81.25,4705,4721
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,160,87.66,4900,4938
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,170,90.75,5128,5158
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,180,96.55,5340,5396
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,190,97.49,5571,5642
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,200,97.67,5780,5785
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,210,98.9,6000,6029
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,220,99.03,6223,6198
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,230,99.04,6391,6296
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,240,99.06,6571,6395
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,250,99.06,6702,6435
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,260,99.07,6804,6458
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,270,99.08,6944,6527
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,280,99.08,7063,6559
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,290,99.08,7133,6571
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,300,99.08,7296,6641
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,310,99.09,7417,6692
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,320,99.1,7532,6715
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,330,99.12,7639,6745
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,340,99.12,7708,6758
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,350,99.12,7739,6763
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,360,99.12,7831,6778
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,370,99.12,7960,6820
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,380,99.13,8031,6831
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,390,99.14,8128,6848
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,400,99.14,8219,6866
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,410,99.14,8296,6881
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,420,99.15,8342,6884
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,430,99.15,8402,6888
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,440,99.15,8427,6894
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,450,99.15,8498,6901
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,460,99.15,8509,6908
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,470,99.15,8569,6915
4 - [-0.91000003  4.         -5.41468811],BAstar,0,0,0,0
4 - [-0.91000003  4.         -5.41468811],BAstar,10,30.29,1076,535
4 - [-0.91000003  4.         -5.41468811],BAstar,20,39.07,1520,834
4 - [-0.91000003  4.         -5.41468811],BAstar,30,50.7,1912,1048
4 - [-0.91000003  4.         -5.41468811],BAstar,40,62.1,2222,1228
4 - [-0.91000003  4.         -5.41468811],BAstar,50,67.28,2529,1450
4 - [-0.91000003  4.         -5.41468811],BAstar,60,72.57,2781,1589
4 - [-0.91000003  4.         -5.41468811],BAstar,70,73.57,2991,1742
4 - [-0.91000003  4.         -5.41468811],BAstar,80,77.35,3206,1866
4 - [-0.91000003  4.         -5.41468811],BAstar,90,79.73,3359,1994
4 - [-0.91000003  4.         -5.41468811],BAstar,100,82.4,3517,2036
4 - [-0.91000003  4.         -5.41468811],BAstar,110,85.88,3787,2201
4 - [-0.91000003  4.         -5.41468811],BAstar,120,90.63,4032,2331
4 - [-0.91000003  4.         -5.41468811],BAstar,130,94.33,4268,2462
4 - [-0.91000003  4.         -5.41468811],BAstar,140,94.9,4467,2607
4 - [-0.91000003  4.         -5.41468811],BAstar,150,94.97,4569,2632
4 - [-0.91000003  4.         -5.41468811],BAstar,160,94.99,4594,2639
4 - [-0.91000003  4.         -5.41468811],BAstar,170,95.51,4636,2680
4 - [-0.91000003  4.         -5.41468811],BAstar,180,95.55,4749,2691
4 - [-0.91000003  4.         -5.41468811],BAstar,190,95.74,4858,2783
4 - [-0.91000003  4.         -5.41468811],BAstar,200,97.69,5033,2928
4 - [-0.91000003  4.         -5.41468811],BAstar,210,98.22,5131,3038
4 - [-0.91000003  4.         -5.41468811],BAstar,220,98.23,5198,3048
4 - [-0.91000003  4.         -5.41468811],BAstar,230,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,240,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,250,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,260,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,270,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,280,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,290,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,300,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,310,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,320,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,330,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,340,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,350,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,360,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,370,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,380,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,390,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,400,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,410,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,420,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,430,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,440,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,450,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,460,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar,470,98.66,5258,3121
4 - [-0.91000003  4.         -5.41468811],BAstar Variant,0,0,0,0
4 - [-0.91000003  4.         -5.41468811],BAstar Variant,10,29.79,1244,1648
4 - [-0.91000003  4.         -5.41468811],BAstar Variant,20,47.61,1879,2581
4 - [-0.91000003  4.         -5.41468811],BAstar Variant,30,59.93,2274,3154
4 - [-0.91000003  4.         -5.41468811],BAstar Variant,40,66.36,2628,3665
4 - [-0.91000003  4.         -5.41468811],BAstar Variant,50,66.63,2845,3885
