algorithm,max_distance,time,coverage
Random BAstar,2,175,0.909543244676887
Random BAstar,2,180,0.909543244676887
Random BAstar,2,185,0.909543244676887
Random BAstar,2,190,0.909543244676887
Random BAstar,2,195,0.909543244676887
Random BAstar,3,0,0.025724543968015
Random BAstar,3,5,0.084102775427537
Random BAstar,3,10,0.201923641767751
Random BAstar,3,15,0.310450705583734
Random BAstar,3,20,0.455348977900916
Random BAstar,3,25,0.606404832777313
Random BAstar,3,30,0.625943737423776
Random BAstar,3,35,0.65506753350372
Random BAstar,3,40,0.684676185507805
Random BAstar,3,45,0.699867168765809
Random BAstar,3,50,0.719705053285929
Random BAstar,3,55,0.757918363589337
Random BAstar,3,60,0.775205713058231
Random BAstar,3,65,0.780376048292702
Random BAstar,3,70,0.797971145373484
Random BAstar,3,75,0.82037710042129
Random BAstar,3,80,0.824969641706377
Random BAstar,3,85,0.844832075893542
Random BAstar,3,90,0.849896321495425
Random BAstar,3,95,0.857289278371305
Random BAstar,3,100,0.857289278371305
Random BAstar,3,105,0.861286490230548
Random BAstar,3,110,0.876948301031524
Random BAstar,3,115,0.881569775852772
Random BAstar,3,120,0.881569775852772
Random BAstar,3,125,0.881569775852772
Random BAstar,3,130,0.881569775852772
Random BAstar,3,135,0.881569775852772
Random BAstar,3,140,0.881569775852772
Random BAstar,3,145,0.881569775852772
Random BAstar,3,150,0.881569775852772
Random BAstar,3,155,0.881569775852772
Random BAstar,3,160,0.881569775852772
Random BAstar,3,165,0.881569775852772
Random BAstar,3,170,0.881569775852772
Random BAstar,3,175,0.881569775852772
Random BAstar,3,180,0.881569775852772
Random BAstar,3,185,0.881569775852772
Random BAstar,3,190,0.881569775852772
Random BAstar,3,195,0.881569775852772
Random BAstar,3,0,0.030805448272536
Random BAstar,3,5,0.133503719712944
Random BAstar,3,10,0.204093656979777
Random BAstar,3,15,0.348431670824036
Random BAstar,3,20,0.383378121862794
Random BAstar,3,25,0.453543700599275
Random BAstar,3,30,0.575527489051287
Random BAstar,3,35,0.611559386082969
Random BAstar,3,40,0.67748050274211
Random BAstar,3,45,0.685225922694852
Random BAstar,3,50,0.713728962908083
Random BAstar,3,55,0.726732395477601
Random BAstar,3,60,0.762208417905475
Random BAstar,3,65,0.802881078782512
Random BAstar,3,70,0.802881078782512
Random BAstar,3,75,0.825034522969282
Random BAstar,3,80,0.82954640106265
Random BAstar,3,85,0.839049752530588
Random BAstar,3,90,0.843822032449399
Random BAstar,3,95,0.849957695663038
Random BAstar,3,100,0.85208036508862
Random BAstar,3,105,0.85208036508862
Random BAstar,3,110,0.85208036508862
Random BAstar,3,115,0.856297647177446
Random BAstar,3,120,0.856297647177446
Random BAstar,3,125,0.856297647177446
Random BAstar,3,130,0.856297647177446
Random BAstar,3,135,0.856297647177446
Random BAstar,3,140,0.856297647177446
Random BAstar,3,145,0.856297647177446
Random BAstar,3,150,0.856297647177446
Random BAstar,3,155,0.856297647177446
Random BAstar,3,160,0.856297647177446
Random BAstar,3,165,0.856297647177446
Random BAstar,3,170,0.856297647177446
Random BAstar,3,175,0.856297647177446
Random BAstar,3,180,0.856297647177446
Random BAstar,3,185,0.856297647177446
Random BAstar,3,190,0.856297647177446
Random BAstar,3,195,0.856297647177446
Random BAstar,3,0,0.041439837972198
Random BAstar,3,5,0.130284206234739
Random BAstar,3,10,0.287971101534793
Random BAstar,3,15,0.350511378332288
Random BAstar,3,20,0.416875265772065
Random BAstar,3,25,0.55637085779167
Random BAstar,3,30,0.588348552665612
Random BAstar,3,35,0.643075021152169
Random BAstar,3,40,0.678901753109259
Random BAstar,3,45,0.74020928591156
Random BAstar,3,50,0.760283022590077
Random BAstar,3,55,0.789921484904147
Random BAstar,3,60,0.800363861136562
Random BAstar,3,65,0.830793173439014
Random BAstar,3,70,0.840638466697938
Random BAstar,3,75,0.849748146719331
Random BAstar,3,80,0.859260265925501
Random BAstar,3,85,0.859260265925501
Random BAstar,3,90,0.865747515442179
Random BAstar,3,95,0.865747515442179
Random BAstar,3,100,0.870922234545765
Random BAstar,3,105,0.870922234545765
Random BAstar,3,110,0.873015970435187
Random BAstar,3,115,0.873015970435187
Random BAstar,3,120,0.873015970435187
Random BAstar,3,125,0.873015970435187
Random BAstar,3,130,0.873015970435187
Random BAstar,3,135,0.873015970435187
Random BAstar,3,140,0.873015970435187
Random BAstar,3,145,0.873015970435187
Random BAstar,3,150,0.873015970435187
Random BAstar,3,155,0.873015970435187
Random BAstar,3,160,0.873015970435187
Random BAstar,3,165,0.873015970435187
Random BAstar,3,170,0.873015970435187
Random BAstar,3,175,0.873015970435187
Random BAstar,3,180,0.873015970435187
Random BAstar,3,185,0.873015970435187
Random BAstar,3,190,0.873015970435187
Random BAstar,3,195,0.873015970435187
Random BAstar,4,0,0.055933786040884
Random BAstar,4,5,0.134987221021529
Random BAstar,4,10,0.222217448675852
Random BAstar,4,15,0.34030748457974
Random BAstar,4,20,0.453452516121679
Random BAstar,4,25,0.559128311465133
Random BAstar,4,30,0.638059874884375
Random BAstar,4,35,0.725498774708582
Random BAstar,4,40,0.73501352423622
Random BAstar,4,45,0.774403465010149
Random BAstar,4,50,0.810593181329978
Random BAstar,4,55,0.831776036894643
Random BAstar,4,60,0.839742403850791
Random BAstar,4,65,0.855093836718411
Random BAstar,4,70,0.855093836718411
Random BAstar,4,75,0.858474676580056
Random BAstar,4,80,0.864099180654862
Random BAstar,4,85,0.866117513995502
Random BAstar,4,90,0.866117513995502
Random BAstar,4,95,0.87613377814992
Random BAstar,4,100,0.87613377814992
Random BAstar,4,105,0.881327786277613
Random BAstar,4,110,0.881327786277613
Random BAstar,4,115,0.884230784405701
Random BAstar,4,120,0.884230784405701
Random BAstar,4,125,0.884230784405701
Random BAstar,4,130,0.884230784405701
Random BAstar,4,135,0.884230784405701
Random BAstar,4,140,0.884230784405701
Random BAstar,4,145,0.884230784405701
Random BAstar,4,150,0.884230784405701
Random BAstar,4,155,0.884230784405701
Random BAstar,4,160,0.884230784405701
Random BAstar,4,165,0.884230784405701
Random BAstar,4,170,0.884230784405701
Random BAstar,4,175,0.884230784405701
Random BAstar,4,180,0.884230784405701
Random BAstar,4,185,0.884230784405701
Random BAstar,4,190,0.884230784405701
Random BAstar,4,195,0.884230784405701
Random BAstar,4,0,0.030289028490766
Random BAstar,4,5,0.122129332906637
Random BAstar,4,10,0.231766392382589
Random BAstar,4,15,0.34936718849322
Random BAstar,4,20,0.46165911910534
Random BAstar,4,25,0.542153093477241
Random BAstar,4,30,0.598288537497425
Random BAstar,4,35,0.64278130192145
Random BAstar,4,40,0.64278130192145
Random BAstar,4,45,0.67917004589911
Random BAstar,4,50,0.67917004589911
Random BAstar,4,55,0.749641618699832
Random BAstar,4,60,0.75586057542666
Random BAstar,4,65,0.775659881898566
Random BAstar,4,70,0.797553801033716
Random BAstar,4,75,0.802332218369288
Random BAstar,4,80,0.802332218369288
Random BAstar,4,85,0.805947156841685
Random BAstar,4,90,0.805947156841685
Random BAstar,4,95,0.816091429974266
Random BAstar,4,100,0.822067520352112
Random BAstar,4,105,0.839228614390489
Random BAstar,4,110,0.858685979071409
Random BAstar,4,115,0.864171952882175
Random BAstar,4,120,0.868638238736744
Random BAstar,4,125,0.876616003752592
Random BAstar,4,130,0.884446470766169
Random BAstar,4,135,0.884446470766169
Random BAstar,4,140,0.884446470766169
Random BAstar,4,145,0.884446470766169
Random BAstar,4,150,0.884446470766169
Random BAstar,4,155,0.884446470766169
Random BAstar,4,160,0.884446470766169
Random BAstar,4,165,0.884446470766169
Random BAstar,4,170,0.884446470766169
Random BAstar,4,175,0.884446470766169
Random BAstar,4,180,0.884446470766169
Random BAstar,4,185,0.884446470766169
Random BAstar,4,190,0.884446470766169
Random BAstar,4,195,0.884446470766169
Random BAstar,4,0,0.043321394596443
Random BAstar,4,5,0.128206252274132
Random BAstar,4,10,0.328324616740243
Random BAstar,4,15,0.416100197712497
Random BAstar,4,20,0.485026895037022
Random BAstar,4,25,0.597026859966069
Random BAstar,4,30,0.664976831251726
Random BAstar,4,35,0.689396735771057
Random BAstar,4,40,0.715257179681643
Random BAstar,4,45,0.774613013953855
Random BAstar,4,50,0.795101464650671
Random BAstar,4,55,0.821875506884866
Random BAstar,4,60,0.832299470866998
Random BAstar,4,65,0.842330640176407
Random BAstar,4,70,0.842330640176407
Random BAstar,4,75,0.849300992069581
Random BAstar,4,80,0.849300992069581
Random BAstar,4,85,0.851933943860172
Random BAstar,4,90,0.858327378577785
Random BAstar,4,95,0.858327378577785
Random BAstar,4,100,0.865399436234432
Random BAstar,4,105,0.869857831124594
Random BAstar,4,110,0.871777965797053
Random BAstar,4,115,0.871777965797053
Random BAstar,4,120,0.876559013454094
Random BAstar,4,125,0.876559013454094
Random BAstar,4,130,0.876559013454094
Random BAstar,4,135,0.876559013454094
Random BAstar,4,140,0.876559013454094
Random BAstar,4,145,0.876559013454094
Random BAstar,4,150,0.876559013454094
Random BAstar,4,155,0.876559013454094
Random BAstar,4,160,0.876559013454094
Random BAstar,4,165,0.876559013454094
Random BAstar,4,170,0.876559013454094
Random BAstar,4,175,0.876559013454094
Random BAstar,4,180,0.876559013454094
Random BAstar,4,185,0.876559013454094
Random BAstar,4,190,0.876559013454094
Random BAstar,4,195,0.876559013454094
Random BAstar,5,0,0.048498744021499
Random BAstar,5,5,0.081718827402689
Random BAstar,5,10,0.210794839309278
Random BAstar,5,15,0.308694527616184
Random BAstar,5,20,0.42193425073101
Random BAstar,5,25,0.553701081500511
Random BAstar,5,30,0.616346571156771
Random BAstar,5,35,0.665046973157569
Random BAstar,5,40,0.702741233357737
Random BAstar,5,45,0.722789543595386
Random BAstar,5,50,0.762565264851453
Random BAstar,5,55,0.793261993169932
Random BAstar,5,60,0.815176954876835
Random BAstar,5,65,0.815176954876835
Random BAstar,5,70,0.828011170098505
Random BAstar,5,75,0.836745590923637
Random BAstar,5,80,0.836745590923637
Random BAstar,5,85,0.843789591817947
Random BAstar,5,90,0.843789591817947
Random BAstar,5,95,0.843789591817947
Random BAstar,5,100,0.849290470783704
Random BAstar,5,105,0.849290470783704
Random BAstar,5,110,0.854608980794269
Random BAstar,5,115,0.854608980794269
Random BAstar,5,120,0.854608980794269
Random BAstar,5,125,0.854608980794269
Random BAstar,5,130,0.854608980794269
Random BAstar,5,135,0.854608980794269
Random BAstar,5,140,0.854608980794269
Random BAstar,5,145,0.854608980794269
Random BAstar,5,150,0.854608980794269
Random BAstar,5,155,0.854608980794269
Random BAstar,5,160,0.854608980794269
Random BAstar,5,165,0.854608980794269
Random BAstar,5,170,0.854608980794269
Random BAstar,5,175,0.854608980794269
Random BAstar,5,180,0.854608980794269
Random BAstar,5,185,0.854608980794269
Random BAstar,5,190,0.854608980794269
Random BAstar,5,195,0.854608980794269
Random BAstar,5,0,0.013211227965578
Random BAstar,5,5,0.056514210311737
Random BAstar,5,10,0.207419260090571
Random BAstar,5,15,0.288546265162707
Random BAstar,5,20,0.421208282005532
Random BAstar,5,25,0.467271348346624
Random BAstar,5,30,0.602467241538037
Random BAstar,5,35,0.64903269927973
Random BAstar,5,40,0.691174833084183
Random BAstar,5,45,0.719545480450136
Random BAstar,5,50,0.768051238662218
Random BAstar,5,55,0.77935460678886
Random BAstar,5,60,0.800088554156127
Random BAstar,5,65,0.80850032221438
Random BAstar,5,70,0.816774436782415
Random BAstar,5,75,0.82267512461148
Random BAstar,5,80,0.828001525586452
Random BAstar,5,85,0.828001525586452
Random BAstar,5,90,0.843730847971803
Random BAstar,5,95,0.851468376960137
Random BAstar,5,100,0.858564984283829
Random BAstar,5,105,0.858564984283829
Random BAstar,5,110,0.858564984283829
Random BAstar,5,115,0.864992613180541
Random BAstar,5,120,0.865876401194166
Random BAstar,5,125,0.865876401194166
Random BAstar,5,130,0.865876401194166
Random BAstar,5,135,0.865876401194166
Random BAstar,5,140,0.865876401194166
Random BAstar,5,145,0.865876401194166
Random BAstar,5,150,0.865876401194166
Random BAstar,5,155,0.865876401194166
Random BAstar,5,160,0.865876401194166
Random BAstar,5,165,0.865876401194166
Random BAstar,5,170,0.865876401194166
Random BAstar,5,175,0.865876401194166
Random BAstar,5,180,0.865876401194166
Random BAstar,5,185,0.865876401194166
Random BAstar,5,190,0.865876401194166
Random BAstar,5,195,0.865876401194166
Random BAstar,5,0,0.03123331389818
Random BAstar,5,5,0.122729046201597
Random BAstar,5,10,0.195470586430172
Random BAstar,5,15,0.293644704943689
Random BAstar,5,20,0.442086020279779
Random BAstar,5,25,0.537251927806443
Random BAstar,5,30,0.634317804207638
Random BAstar,5,35,0.653463914181378
Random BAstar,5,40,0.722716771368074
Random BAstar,5,45,0.752520943934698
Random BAstar,5,50,0.779177498476605
Random BAstar,5,55,0.800168340574024
Random BAstar,5,60,0.806011161330767
Random BAstar,5,65,0.812389690893389
Random BAstar,5,70,0.812389690893389
Random BAstar,5,75,0.814341389423477
Random BAstar,5,80,0.834444059638155
Random BAstar,5,85,0.834444059638155
Random BAstar,5,90,0.847179199417822
Random BAstar,5,95,0.847179199417822
Random BAstar,5,100,0.862123809231552
Random BAstar,5,105,0.862123809231552
Random BAstar,5,110,0.869314231354309
Random BAstar,5,115,0.869314231354309
Random BAstar,5,120,0.869314231354309
Random BAstar,5,125,0.869314231354309
Random BAstar,5,130,0.869314231354309
Random BAstar,5,135,0.869314231354309
Random BAstar,5,140,0.869314231354309
Random BAstar,5,145,0.869314231354309
Random BAstar,5,150,0.869314231354309
Random BAstar,5,155,0.869314231354309
Random BAstar,5,160,0.869314231354309
Random BAstar,5,165,0.869314231354309
Random BAstar,5,170,0.869314231354309
Random BAstar,5,175,0.869314231354309
Random BAstar,5,180,0.869314231354309
Random BAstar,5,185,0.869314231354309
Random BAstar,5,190,0.869314231354309
Random BAstar,5,195,0.869314231354309
Random BAstar,6,0,0.027947165609424
Random BAstar,6,5,0.198992586877326
Random BAstar,6,10,0.275450771341771
Random BAstar,6,15,0.352958454072395
Random BAstar,6,20,0.474837906439465
Random BAstar,6,25,0.594408813330469
Random BAstar,6,30,0.651913778062242
Random BAstar,6,35,0.694425910420019
Random BAstar,6,40,0.714966967546217
Random BAstar,6,45,0.735536081434753
Random BAstar,6,50,0.76684918175083
Random BAstar,6,55,0.790313402803046
Random BAstar,6,60,0.792055552389428
Random BAstar,6,65,0.806828314533841
Random BAstar,6,70,0.812365141226344
Random BAstar,6,75,0.814314209434963
Random BAstar,6,80,0.833834701831142
Random BAstar,6,85,0.848081399681731
Random BAstar,6,90,0.857831124593944
Random BAstar,6,95,0.862969019196963
Random BAstar,6,100,0.867419523122718
Random BAstar,6,105,0.867419523122718
Random BAstar,6,110,0.867419523122718
Random BAstar,6,115,0.867419523122718
Random BAstar,6,120,0.867419523122718
Random BAstar,6,125,0.867419523122718
Random BAstar,6,130,0.867419523122718
Random BAstar,6,135,0.867419523122718
Random BAstar,6,140,0.867419523122718
Random BAstar,6,145,0.867419523122718
Random BAstar,6,150,0.867419523122718
Random BAstar,6,155,0.867419523122718
Random BAstar,6,160,0.867419523122718
Random BAstar,6,165,0.867419523122718
Random BAstar,6,170,0.867419523122718
Random BAstar,6,175,0.867419523122718
Random BAstar,6,180,0.867419523122718
Random BAstar,6,185,0.867419523122718
Random BAstar,6,190,0.867419523122718
Random BAstar,6,195,0.867419523122718
Random BAstar,6,0,0.082821808872074
Random BAstar,6,5,0.127049787601541
Random BAstar,6,10,0.264334156039437
Random BAstar,6,15,0.343878584360985
Random BAstar,6,20,0.398974174627042
Random BAstar,6,25,0.4598310456843
Random BAstar,6,30,0.645926289624697
Random BAstar,6,35,0.720275833044729
Random BAstar,6,40,0.743331477495408
Random BAstar,6,45,0.755524771052435
Random BAstar,6,50,0.771376841773012
Random BAstar,6,55,0.803381716635468
Random BAstar,6,60,0.828647707894033
Random BAstar,6,65,0.846441832632645
Random BAstar,6,70,0.849356228820432
Random BAstar,6,75,0.863773897566514
Random BAstar,6,80,0.870109465211807
Random BAstar,6,85,0.870109465211807
Random BAstar,6,90,0.870109465211807
Random BAstar,6,95,0.870109465211807
Random BAstar,6,100,0.875534941628783
Random BAstar,6,105,0.875534941628783
Random BAstar,6,110,0.875534941628783
Random BAstar,6,115,0.879221775554669
Random BAstar,6,120,0.882150200123625
Random BAstar,6,125,0.882150200123625
Random BAstar,6,130,0.882150200123625
Random BAstar,6,135,0.882150200123625
Random BAstar,6,140,0.882150200123625
Random BAstar,6,145,0.882150200123625
Random BAstar,6,150,0.882150200123625
Random BAstar,6,155,0.882150200123625
Random BAstar,6,160,0.882150200123625
Random BAstar,6,165,0.882150200123625
Random BAstar,6,170,0.882150200123625
Random BAstar,6,175,0.882150200123625
Random BAstar,6,180,0.882150200123625
Random BAstar,6,185,0.882150200123625
Random BAstar,6,190,0.882150200123625
Random BAstar,6,195,0.882150200123625
Random BAstar,6,0,0.029665642302583
Random BAstar,6,5,0.107408300417783
Random BAstar,6,10,0.261885326751685
Random BAstar,6,15,0.348017833579561
Random BAstar,6,20,0.444977620348167
Random BAstar,6,25,0.512256859659198
Random BAstar,6,30,0.627203661407485
Random BAstar,6,35,0.661346987624337
Random BAstar,6,40,0.718011126259814
Random BAstar,6,45,0.730271931401216
Random BAstar,6,50,0.743555931594106
Random BAstar,6,55,0.776393741588451
Random BAstar,6,60,0.804577636130096
Random BAstar,6,65,0.82425244071913
Random BAstar,6,70,0.829527988812366
Random BAstar,6,75,0.836093271199295
Random BAstar,6,80,0.850168998154391
Random BAstar,6,85,0.860784975603768
Random BAstar,6,90,0.860784975603768
Random BAstar,6,95,0.860784975603768
Random BAstar,6,100,0.860784975603768
Random BAstar,6,105,0.865007518335533
Random BAstar,6,110,0.865007518335533
Random BAstar,6,115,0.865007518335533
Random BAstar,6,120,0.87109934285802
Random BAstar,6,125,0.875798850549518
Random BAstar,6,130,0.875798850549518
Random BAstar,6,135,0.875798850549518
Random BAstar,6,140,0.875798850549518
Random BAstar,6,145,0.875798850549518
Random BAstar,6,150,0.875798850549518
Random BAstar,6,155,0.875798850549518
Random BAstar,6,160,0.875798850549518
Random BAstar,6,165,0.875798850549518
Random BAstar,6,170,0.875798850549518
Random BAstar,6,175,0.875798850549518
Random BAstar,6,180,0.875798850549518
Random BAstar,6,185,0.875798850549518
Random BAstar,6,190,0.875798850549518
Random BAstar,6,195,0.875798850549518
Random BAstar,7,0,0.02053579648326
Random BAstar,7,5,0.031779543989935
Random BAstar,7,10,0.201041607301772
Random BAstar,7,15,0.315208957121376
Random BAstar,7,20,0.408723899539255
Random BAstar,7,25,0.49810573015532
Random BAstar,7,30,0.643831676961453
Random BAstar,7,35,0.654927249692033
Random BAstar,7,40,0.718040936569798
Random BAstar,7,45,0.753690560214634
Random BAstar,7,50,0.767154299041248
Random BAstar,7,55,0.782972175582726
Random BAstar,7,60,0.803349276004016
Random BAstar,7,65,0.811540973832685
Random BAstar,7,70,0.818098365255207
Random BAstar,7,75,0.824962627515793
Random BAstar,7,80,0.827176481418971
Random BAstar,7,85,0.840314937157236
Random BAstar,7,90,0.84551771302316
Random BAstar,7,95,0.851961123848686
Random BAstar,7,100,0.855594474571367
Random BAstar,7,105,0.858340530185131
Random BAstar,7,110,0.863287288094727
Random BAstar,7,115,0.863287288094727
Random BAstar,7,120,0.863287288094727
Random BAstar,7,125,0.863287288094727
Random BAstar,7,130,0.863287288094727
Random BAstar,7,135,0.863287288094727
Random BAstar,7,140,0.863287288094727
Random BAstar,7,145,0.863287288094727
Random BAstar,7,150,0.863287288094727
Random BAstar,7,155,0.863287288094727
Random BAstar,7,160,0.863287288094727
Random BAstar,7,165,0.863287288094727
Random BAstar,7,170,0.863287288094727
Random BAstar,7,175,0.863287288094727
Random BAstar,7,180,0.863287288094727
Random BAstar,7,185,0.863287288094727
Random BAstar,7,190,0.863287288094727
Random BAstar,7,195,0.863287288094727
Random BAstar,7,0,0.011634788631751
Random BAstar,7,5,0.091051207975135
Random BAstar,7,10,0.190374776970659
Random BAstar,7,15,0.254138153251297
Random BAstar,7,20,0.358514569789004
Random BAstar,7,25,0.38838274684471
Random BAstar,7,30,0.500359915654358
Random BAstar,7,35,0.621843066253414
Random BAstar,7,40,0.672682796382431
Random BAstar,7,45,0.706096646778514
Random BAstar,7,50,0.747404968677255
Random BAstar,7,55,0.759059923106936
Random BAstar,7,60,0.780604886260516
Random BAstar,7,65,0.793432087291602
Random BAstar,7,70,0.800715447439601
Random BAstar,7,75,0.807375421399419
Random BAstar,7,80,0.807375421399419
Random BAstar,7,85,0.810679105164636
Random BAstar,7,90,0.810679105164636
Random BAstar,7,95,0.815210272282111
Random BAstar,7,100,0.818521847011736
Random BAstar,7,105,0.818521847011736
Random BAstar,7,110,0.82932720760689
Random BAstar,7,115,0.836490449741132
Random BAstar,7,120,0.85112029775239
Random BAstar,7,125,0.85112029775239
Random BAstar,7,130,0.85112029775239
Random BAstar,7,135,0.85112029775239
Random BAstar,7,140,0.85112029775239
Random BAstar,7,145,0.85112029775239
Random BAstar,7,150,0.85112029775239
Random BAstar,7,155,0.85112029775239
Random BAstar,7,160,0.85112029775239
Random BAstar,7,165,0.85112029775239
Random BAstar,7,170,0.85112029775239
Random BAstar,7,175,0.85112029775239
Random BAstar,7,180,0.85112029775239
Random BAstar,7,185,0.85112029775239
Random BAstar,7,190,0.85112029775239
Random BAstar,7,195,0.85112029775239
Random BAstar,7,0,0.05845275723448
Random BAstar,7,5,0.139546444901341
Random BAstar,7,10,0.217573177735206
Random BAstar,7,15,0.39305945841681
Random BAstar,7,20,0.440331595859874
Random BAstar,7,25,0.537612281847713
Random BAstar,7,30,0.624701348916527
Random BAstar,7,35,0.65201986769483
Random BAstar,7,40,0.70600633907474
Random BAstar,7,45,0.760417168985003
Random BAstar,7,50,0.793291803479915
Random BAstar,7,55,0.806258411548865
Random BAstar,7,60,0.806258411548865
Random BAstar,7,65,0.810107448632014
Random BAstar,7,70,0.817882678894739
Random BAstar,7,75,0.823947323428712
Random BAstar,7,80,0.823947323428712
Random BAstar,7,85,0.828630172417572
Random BAstar,7,90,0.835607538501331
Random BAstar,7,95,0.835607538501331
Random BAstar,7,100,0.840642850567054
Random BAstar,7,105,0.840642850567054
Random BAstar,7,110,0.847767514653082
Random BAstar,7,115,0.847767514653082
Random BAstar,7,120,0.850893213332223
Random BAstar,7,125,0.850893213332223
Random BAstar,7,130,0.850893213332223
Random BAstar,7,135,0.850893213332223
Random BAstar,7,140,0.850893213332223
Random BAstar,7,145,0.850893213332223
Random BAstar,7,150,0.850893213332223
Random BAstar,7,155,0.850893213332223
Random BAstar,7,160,0.850893213332223
Random BAstar,7,165,0.850893213332223
Random BAstar,7,170,0.850893213332223
Random BAstar,7,175,0.850893213332223
Random BAstar,7,180,0.850893213332223
Random BAstar,7,185,0.850893213332223
Random BAstar,7,190,0.850893213332223
Random BAstar,7,195,0.850893213332223
Random BAstar,1,0,0.182175188177582
Random BAstar,1,5,0.182175188177582
Random BAstar,1,10,0.261961606074289
Random BAstar,1,15,0.337300150366711
Random BAstar,1,20,0.469191483019083
Random BAstar,1,25,0.534597056670276
Random BAstar,1,30,0.654827297476207
Random BAstar,1,35,0.684434195932646
Random BAstar,1,40,0.701461143576097
Random BAstar,1,45,0.719956687373142
Random BAstar,1,50,0.742315296634504
Random BAstar,1,55,0.810723820629611
Random BAstar,1,60,0.860955069725438
Random BAstar,1,65,0.875968944671188
Random BAstar,1,70,0.892133146872767
