point,algorithm,time,coverage,length,rotation
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,50,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,60,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,70,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,80,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,90,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,100,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,110,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,120,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,130,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,140,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,150,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,160,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,170,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,180,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,190,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,200,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,210,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,220,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,230,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,240,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,250,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,260,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,270,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,280,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,290,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,300,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,310,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,320,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,330,21.59,633,317
